지점,지점명,일시(UTC),기압(hPa),고도(gpm),기온(°C)
47102,백령도,2020-02-01 00:00,20,26440,-53.3
47102,백령도,2020-02-01 00:00,30,23830,-56.1
47102,백령도,2020-02-01 00:00,50,20590,-59.3
47102,백령도,2020-02-01 00:00,70,18480,-57.1
47102,백령도,2020-02-01 00:00,100,16210,-52.5
47102,백령도,2020-02-01 00:00,150,13540,-46.3
47102,백령도,2020-02-01 00:00,200,11630,-47.7
47102,백령도,2020-02-01 00:00,250,10160,-52.5
47102,백령도,2020-02-01 00:00,300,8980,-51.1
47102,백령도,2020-02-01 00:00,400,7060,-39.1
47102,백령도,2020-02-01 00:00,500,5500,-28.7
47102,백령도,2020-02-01 00:00,700,2992,-10.3
47102,백령도,2020-02-01 00:00,850,1491,-5.5
47102,백령도,2020-02-01 00:00,925,821,-1.3
47102,백령도,2020-02-01 00:00,1000,197,2.2
47102,백령도,2020-02-01 12:00,20,26350,-54.9
47102,백령도,2020-02-01 12:00,30,23770,-53.9
47102,백령도,2020-02-01 12:00,50,20520,-54.7
47102,백령도,2020-02-01 12:00,70,18400,-58.1
47102,백령도,2020-02-01 12:00,100,16140,-52.9
47102,백령도,2020-02-01 12:00,150,13520,-50.3
47102,백령도,2020-02-01 12:00,200,11620,-47.7
47102,백령도,2020-02-01 12:00,250,10170,-53.3
47102,백령도,2020-02-01 12:00,300,8990,-51.1
47102,백령도,2020-02-01 12:00,400,7080,-39.1
47102,백령도,2020-02-01 12:00,500,5510,-26.3
47102,백령도,2020-02-01 12:00,700,3013,-11.1
47102,백령도,2020-02-01 12:00,850,1500,-6.5
47102,백령도,2020-02-01 12:00,925,837,-5.5
47102,백령도,2020-02-01 12:00,1000,218,.4
47102,백령도,2020-02-02 00:00,10,31020,-37.1
47102,백령도,2020-02-02 00:00,20,26390,-53.1
47102,백령도,2020-02-02 00:00,30,23780,-57.3
47102,백령도,2020-02-02 00:00,50,20520,-56.3
47102,백령도,2020-02-02 00:00,70,18390,-60.5
47102,백령도,2020-02-02 00:00,100,16130,-57.1
47102,백령도,2020-02-02 00:00,150,13520,-50.9
47102,백령도,2020-02-02 00:00,200,11630,-47.7
47102,백령도,2020-02-02 00:00,250,10160,-50.9
47102,백령도,2020-02-02 00:00,300,8970,-50.7
47102,백령도,2020-02-02 00:00,400,7060,-39.9
47102,백령도,2020-02-02 00:00,500,5500,-28.7
47102,백령도,2020-02-02 00:00,700,3012,-13.1
47102,백령도,2020-02-02 00:00,850,1505,-5.1
47102,백령도,2020-02-02 00:00,925,839,-3.1
