지점,지점명,일시(UTC),기압(hPa),고도(gpm),기온(°C)
47102,백령도,2014-01-02 00:00,10,31110,-34.3
47102,백령도,2014-01-02 00:00,20,26360,-39.3
47102,백령도,2014-01-02 00:00,30,23640,-49.3
47102,백령도,2014-01-02 00:00,50,20330,-54.5
47102,백령도,2014-01-02 00:00,70,18230,-61.3
47102,백령도,2014-01-02 00:00,100,16010,-59.9
47102,백령도,2014-01-02 00:00,150,13470,-57.5
47102,백령도,2014-01-02 00:00,200,11650,-55.7
47102,백령도,2014-01-02 00:00,250,10230,-54.5
47102,백령도,2014-01-02 00:00,300,9050,-50.1
47102,백령도,2014-01-02 00:00,400,7110,-35.9
47102,백령도,2014-01-02 00:00,500,5520,-22.7
47102,백령도,2014-01-02 00:00,700,2977,-10.7
47102,백령도,2014-01-02 00:00,850,1472,-4.3
47102,백령도,2014-01-02 00:00,925,803,-2.7
47102,백령도,2014-01-02 00:00,1000,180,1
47102,백령도,2014-01-02 06:00,10,31100,-33.1
47102,백령도,2014-01-02 06:00,20,26340,-45.3
47102,백령도,2014-01-02 06:00,30,23640,-43.9
47102,백령도,2014-01-02 06:00,50,20340,-55.3
47102,백령도,2014-01-02 06:00,70,18230,-61.5
47102,백령도,2014-01-02 06:00,100,16010,-59.5
47102,백령도,2014-01-02 06:00,150,13470,-56.7
47102,백령도,2014-01-02 06:00,200,11640,-55.5
47102,백령도,2014-01-02 06:00,250,10220,-52.7
47102,백령도,2014-01-02 06:00,300,9040,-52.1
47102,백령도,2014-01-02 06:00,400,7110,-35.9
47102,백령도,2014-01-02 06:00,500,5520,-24.1
47102,백령도,2014-01-02 06:00,700,2981,-9.5
47102,백령도,2014-01-02 06:00,850,1470,-3.5
47102,백령도,2014-01-02 06:00,925,797,-.1
47102,백령도,2014-01-02 06:00,1000,164,4
47102,백령도,2014-01-02 12:00,10,31090,-32.9
47102,백령도,2014-01-02 12:00,20,26330,-43.3
47102,백령도,2014-01-02 12:00,30,23660,-47.9
47102,백령도,2014-01-02 12:00,50,20350,-57.7
47102,백령도,2014-01-02 12:00,70,18250,-59.3
47102,백령도,2014-01-02 12:00,100,16040,-60.9
47102,백령도,2014-01-02 12:00,150,13480,-53.5
47102,백령도,2014-01-02 12:00,200,11630,-55.7
47102,백령도,2014-01-02 12:00,250,10220,-55.7
47102,백령도,2014-01-02 12:00,300,9050,-51.1
47102,백령도,2014-01-02 12:00,400,7120,-36.1
47102,백령도,2014-01-02 12:00,500,5520,-22.5
47102,백령도,2014-01-02 12:00,700,2984,-7.9
47102,백령도,2014-01-02 12:00,850,1466,-2.9
47102,백령도,2014-01-02 12:00,925,790,.8
47102,백령도,2014-01-02 12:00,1000,160,3.2
47102,백령도,2014-01-03 00:00,10,31140,-31.5
47102,백령도,2014-01-03 00:00,20,26350,-43.9
47102,백령도,2014-01-03 00:00,30,23670,-48.5
47102,백령도,2014-01-03 00:00,50,20380,-57.7
47102,백령도,2014-01-03 00:00,70,18280,-61.7
47102,백령도,2014-01-03 00:00,100,16060,-60.5
47102,백령도,2014-01-03 00:00,150,13490,-53.9
47102,백령도,2014-01-03 00:00,200,11630,-51.5
47102,백령도,2014-01-03 00:00,250,10190,-52.9
47102,백령도,2014-01-03 00:00,300,9000,-48.1
47102,백령도,2014-01-03 00:00,400,7060,-36.3
47102,백령도,2014-01-03 00:00,500,5470,-24.5
47102,백령도,2014-01-03 00:00,700,2959,-10.1
47102,백령도,2014-01-03 00:00,850,1450,-3.3
47102,백령도,2014-01-03 00:00,925,774,2.6
47102,백령도,2014-01-03 00:00,1000,,
47102,백령도,2014-01-03 06:00,10,31110,-32.7
47102,백령도,2014-01-03 06:00,20,26340,-43.1
47102,백령도,2014-01-03 06:00,30,23660,-48.9
47102,백령도,2014-01-03 06:00,50,20380,-54.5
47102,백령도,2014-01-03 06:00,70,18260,-60.5
47102,백령도,2014-01-03 06:00,100,16060,-59.5
47102,백령도,2014-01-03 06:00,150,13480,-52.3
47102,백령도,2014-01-03 06:00,200,11610,-51.5
47102,백령도,2014-01-03 06:00,250,10160,-52.3
47102,백령도,2014-01-03 06:00,300,8970,-47.1
47102,백령도,2014-01-03 06:00,400,7040,-36.5
47102,백령도,2014-01-03 06:00,500,5460,-25.1
47102,백령도,2014-01-03 06:00,700,2936,-10.9
47102,백령도,2014-01-03 06:00,850,1426,-2.9
47102,백령도,2014-01-03 06:00,925,752,-.3
47102,백령도,2014-01-03 06:00,1000,,
47102,백령도,2014-01-03 12:00,20,26370,-45.3
47102,백령도,2014-01-03 12:00,30,23690,-49.7
47102,백령도,2014-01-03 12:00,50,20410,-56.5
47102,백령도,2014-01-03 12:00,70,18290,-57.7
47102,백령도,2014-01-03 12:00,100,16060,-57.3
47102,백령도,2014-01-03 12:00,150,13480,-53.3
47102,백령도,2014-01-03 12:00,200,11610,-50.1
47102,백령도,2014-01-03 12:00,250,10160,-51.7
47102,백령도,2014-01-03 12:00,300,8970,-48.9
47102,백령도,2014-01-03 12:00,400,7040,-37.5
47102,백령도,2014-01-03 12:00,500,5460,-26.9
47102,백령도,2014-01-03 12:00,700,2955,-10.9
