지점,일시,평균 수온(°C)
22101,2017-08-30,23.9
22101,2017-08-31,23.9
22101,2017-09-01,23.9
22101,2017-09-02,23.9
22101,2017-09-03,24
22101,2017-09-04,23.8
22101,2017-09-05,23.5
22101,2017-09-06,23.4
22101,2017-09-07,23.5
22101,2017-09-08,23.5
22101,2017-09-09,23.5
22101,2017-09-10,23.4
22101,2017-09-11,23.3
22101,2017-09-12,23.3
22101,2017-09-13,23.2
22101,2017-09-14,23.3
22101,2017-09-15,23.3
22101,2017-09-16,23.1
22101,2017-09-17,23
22101,2017-09-18,23.1
22101,2017-09-19,23
22101,2017-09-20,22.8
22101,2017-09-21,22.7
22101,2017-09-22,22.6
22101,2017-09-23,22.5
22101,2017-09-24,22.4
22101,2017-09-25,22.5
22101,2017-09-26,22.5
22101,2017-09-27,22.5
22101,2017-09-28,22.4
22101,2017-09-29,22.2
22101,2017-09-30,22.2
22101,2017-10-01,22
22101,2017-10-02,21.9
22101,2017-10-03,21.6
22101,2017-10-04,21.2
22101,2017-10-05,21
22101,2017-10-06,20.9
22101,2017-10-07,20.8
22101,2017-10-08,20.7
22101,2017-10-09,20.7
22101,2017-10-10,20.6
22101,2017-10-11,20.5
22101,2017-10-12,20.2
22101,2017-10-13,20
22101,2017-10-14,19.9
22101,2017-10-15,19.7
22101,2017-10-16,19.6
22101,2017-10-17,19.4
22101,2017-10-18,19.2
22101,2017-10-19,19.1
22101,2017-10-20,19
22101,2017-10-21,18.9
22101,2017-10-22,18.8
22101,2017-10-23,18.5
22101,2017-10-24,18.4
22101,2017-10-25,18.4
22101,2017-10-26,18.3
22101,2017-10-27,18.3
22101,2017-10-28,18.3
22101,2017-10-29,18.1
22101,2017-10-30,17.8
22101,2017-10-31,17.7
22101,2017-11-01,17.5
22101,2017-11-02,17.3
22101,2017-11-03,17.2
22101,2017-11-04,16.8
22101,2017-11-05,16.6
22101,2017-11-06,16.4
22101,2017-11-07,16.3
22101,2017-11-08,16.1
22101,2017-11-09,15.9
22101,2017-11-10,15.8
22101,2017-11-11,15.5
22101,2017-11-12,15.3
22101,2017-11-13,15.1
22101,2017-11-14,15
22101,2017-11-15,14.7
22101,2017-11-16,14.4
22101,2017-11-17,14.2
22101,2017-11-18,13.7
22101,2017-11-19,13.3
22101,2017-11-20,13
22101,2017-11-21,12.8
22101,2017-11-22,12.7
22101,2017-11-23,12.4
22101,2017-11-24,12.2
22101,2017-11-25,12
22101,2017-11-26,11.8
22101,2017-11-27,11.7
22101,2017-11-28,11.6
22101,2017-11-29,11.5
22101,2017-11-30,11.2
22101,2017-12-01,11
22101,2017-12-02,10.7
22101,2017-12-03,10.6
22101,2017-12-04,10.3
22101,2017-12-05,10
22101,2017-12-06,9.7
22101,2017-12-07,9.6
22101,2017-12-08,9.4
22101,2017-12-09,9.3
22101,2017-12-10,9.2
22101,2017-12-11,9
22101,2017-12-12,8.5
22101,2017-12-13,8.2
22101,2017-12-14,8
22101,2017-12-15,7.8
22101,2017-12-16,7.5
22101,2017-12-17,7.2
22101,2017-12-18,7
22101,2017-12-19,6.8
22101,2017-12-20,6.6
22101,2017-12-21,6.6
22101,2017-12-22,6.5
22101,2017-12-23,6.6
22101,2017-12-24,6.6
22101,2017-12-25,6.5
22101,2017-12-26,6.4
22101,2017-12-27,6.2
22101,2017-12-28,6
22101,2017-12-29,6
22101,2017-12-30,6
22101,2017-12-31,5.9
22101,2018-01-01,5.8
22101,2018-01-02,5.6
22101,2018-01-03,5.5
22101,2018-01-04,5.2
22101,2018-01-05,5.2
22101,2018-01-06,5.1
22101,2018-01-07,5
22101,2018-01-08,5
22101,2018-01-09,4.9
22101,2018-01-10,4.7
22101,2018-01-11,4.4
22101,2018-01-12,4.2
22101,2018-01-13,4
22101,2018-01-14,4
22101,2018-01-15,4
22101,2018-01-16,4
22101,2018-01-17,4
22101,2018-01-18,4
22101,2018-01-19,4
22101,2018-01-20,4
22101,2018-01-21,4
22101,2018-01-22,4
22101,2018-01-23,3.8
22101,2018-01-24,3.5
22101,2018-01-25,3.2
22101,2018-01-26,2.8
22101,2018-01-27,2.6
22101,2018-01-28,2.6
22101,2018-01-29,2.4
22101,2018-01-30,2.3
22101,2018-01-31,2.1
22101,2018-02-01,2
22101,2018-02-02,2
22101,2018-02-03,1.8
22101,2018-02-04,1.7
22101,2018-02-05,1.5
22101,2018-02-06,1.3
22101,2018-02-07,1.1
22101,2018-02-08,1.2
22101,2018-02-09,1.2
22101,2018-02-10,1.1
22101,2018-02-11,1.1
22101,2018-02-12,1.1
22101,2018-02-13,1.1
22101,2018-02-14,1.1
22101,2018-02-15,1.1
22101,2018-02-16,1.1
22101,2018-02-17,1.1
22101,2018-02-18,1.1
22101,2018-02-19,1.1
22101,2018-02-20,1.2
22101,2018-02-21,1.2
22101,2018-02-22,1.2
22101,2018-02-23,1.3
22101,2018-02-24,1.3
22101,2018-02-25,1.5
22101,2018-02-26,1.5
22101,2018-02-27,1.5
22101,2018-02-28,1.6
22101,2018-03-01,1.6
22101,2018-03-02,1.7
22101,2018-03-03,1.7
22101,2018-03-04,1.8
22101,2018-03-05,2
22101,2018-03-06,2.1
22101,2018-03-07,2.2
22101,2018-03-08,2.2
22101,2018-03-09,2.4
22101,2018-03-10,2.5
22101,2018-03-11,2.7
22101,2018-03-12,2.6
22101,2018-03-13,2.7
22101,2018-03-14,2.9
22101,2018-03-15,3.1
22101,2018-03-16,3.3
22101,2018-03-17,3.3
22101,2018-03-18,3.4
22101,2018-03-19,3.4
22101,2018-03-20,3.5
22101,2018-03-21,3.5
22101,2018-03-22,3.6
22101,2018-03-23,3.7
22101,2018-03-24,3.8
22101,2018-03-25,3.9
22101,2018-03-26,4
22101,2018-03-27,4
22101,2018-03-28,4.1
22101,2018-03-29,4.3
22101,2018-03-30,4.4
22101,2018-03-31,4.7
22101,2018-04-01,4.7
22101,2018-04-02,4.9
22101,2018-04-03,5
22101,2018-04-04,5.1
22101,2018-04-05,5.2
22101,2018-04-06,5.3
22101,2018-04-07,5.3
22101,2018-04-08,5.5
22101,2018-04-09,5.9
22101,2018-04-10,5.7
22101,2018-04-11,5.9
22101,2018-04-12,6.1
22101,2018-04-13,6.1
22101,2018-04-14,6.1
22101,2018-04-15,6.3
22101,2018-04-16,6.5
22101,2018-04-17,6.6
22101,2018-04-18,6.9
22101,2018-04-19,6.9
22101,2018-04-20,7.1
22101,2018-04-21,7.3
22101,2018-04-22,7.4
22101,2018-04-23,7.4
22101,2018-04-24,7.5
22101,2018-04-25,7.7
22101,2018-04-26,7.7
22101,2018-04-27,8
22101,2018-04-28,8
22101,2018-04-29,8.2
22101,2018-04-30,8.3
22101,2018-05-01,8.4
22101,2018-05-02,8.5
22101,2018-05-03,8.6
22101,2018-05-04,8.8
22101,2018-05-05,9
22101,2018-05-06,9.3
22101,2018-05-07,9.4
22101,2018-05-08,9.6
22101,2018-05-09,9.9
22101,2018-05-10,9.6
22101,2018-05-11,9.7
22101,2018-05-12,9.8
22101,2018-05-13,9.9
22101,2018-05-14,10.2
22101,2018-05-15,10.4
22101,2018-05-16,10.5
22101,2018-05-17,10.6
22101,2018-05-18,10.8
22101,2018-05-19,10.9
22101,2018-05-20,10.9
22101,2018-05-21,11.1
22101,2018-05-22,11.2
22101,2018-05-23,11.4
22101,2018-05-24,11.5
22101,2018-05-25,11.7
22101,2018-05-26,11.9
22101,2018-05-27,12
22101,2018-05-28,12.3
22101,2018-05-29,12.3
22101,2018-05-30,12.5
22101,2018-05-31,12.7
22101,2018-06-01,13
22101,2018-06-02,13.1
22101,2018-06-03,13.3
22101,2018-06-04,13.4
22101,2018-06-05,13.7
22101,2018-06-06,14
22101,2018-06-07,13.9
22101,2018-06-08,14.1
22101,2018-06-09,14.3
22101,2018-06-10,14.2
22101,2018-06-11,14.3
22101,2018-06-12,14.6
22101,2018-06-13,14.6
22101,2018-06-14,14.6
22101,2018-06-15,14.9
22101,2018-06-16,15.1
22101,2018-06-17,15
22101,2018-06-18,15.3
22101,2018-06-19,15.4
22101,2018-06-20,15.6
22101,2018-06-21,15.8
22101,2018-06-22,16.1
22101,2018-06-23,16.1
22101,2018-06-24,16.2
22101,2018-06-25,16.5
22101,2018-06-26,16.3
22101,2018-06-27,16.4
22101,2018-06-28,16.6
22101,2018-06-29,16.7
22101,2018-06-30,16.9
22101,2018-07-01,16.9
22101,2018-07-02,17
22101,2018-07-03,17.2
22101,2018-07-04,17.7
22101,2018-07-05,17.8
22101,2018-07-06,17.8
22101,2018-07-07,18.1
22101,2018-07-08,18.2
22101,2018-07-09,18.1
22101,2018-07-10,18.2
22101,2018-07-11,18.5
22101,2018-07-12,18.6
22101,2018-07-13,18.6
22101,2018-07-14,18.8
22101,2018-07-15,19.2
22101,2018-07-16,19.2
22101,2018-07-17,19.2
22101,2018-07-18,19.5
22101,2018-07-19,19.8
22101,2018-07-20,20.1
22101,2018-07-21,20.5
22101,2018-07-22,20.7
22101,2018-07-23,20.9
22101,2018-07-24,21.2
22101,2018-07-25,20.8
22101,2018-07-26,20.9
22101,2018-07-27,21.1
22101,2018-07-28,21.3
22101,2018-07-29,21.4
22101,2018-07-30,21.7
22101,2018-07-31,21.9
22101,2018-08-01,22.1
22101,2018-08-02,22.3
22101,2018-08-03,22.5
22101,2018-08-04,22.7
22101,2018-08-09,23.6
22101,2018-08-16,24.4
22101,2018-08-17,24.3
22101,2018-08-18,24.3
22101,2018-08-20,24.4
22101,2018-08-21,24.5
22101,2018-08-22,24.6
22101,2018-08-23,24.4
22101,2018-08-24,24.3
22101,2018-08-25,24.4
22101,2018-08-26,24.3
22101,2018-08-27,24.2
22101,2018-08-28,24.2
22101,2018-08-29,24.2
22101,2018-08-30,24.2
22101,2018-08-31,24.2
22101,2018-09-01,24.3
22101,2018-09-02,24.3
22101,2018-09-03,24.3
22101,2018-09-04,24.3
22101,2018-09-05,24.5
22101,2018-09-06,24.5
22101,2018-09-07,24.3
22101,2018-09-08,24.3
22101,2018-09-09,24.1
22101,2018-09-10,24.1
22101,2018-09-11,23.9
22101,2018-09-12,23.8
22101,2018-09-13,23.7
22101,2018-09-14,23.7
22101,2018-09-15,23.6
22101,2018-09-16,23.6
22101,2018-09-17,23.6
22101,2018-09-18,23.6
22101,2018-09-19,23.6
22101,2018-09-20,23.4
22101,2018-09-21,23.3
22101,2018-09-23,23.2
22101,2018-09-24,23
22101,2018-09-25,22.8
22101,2018-09-26,22.7
22101,2018-09-27,22.6
22101,2018-09-28,22.4
22101,2018-09-29,22.4
22101,2018-09-30,22.2
22101,2018-10-01,21.9
22101,2018-10-02,21.7
22101,2018-10-03,21.7
22101,2018-10-04,21.6
22101,2018-10-05,21.6
22101,2018-10-06,21.5
22101,2018-10-07,21.3
22101,2018-10-08,21.1
22101,2018-10-09,20.9
22101,2018-10-10,20.6
22101,2018-10-11,20.2
22101,2018-10-12,19.8
22101,2018-10-13,19.7
22101,2018-10-14,19.7
22101,2018-10-15,19.6
22101,2018-10-16,19.5
22101,2018-10-17,19.4
22101,2018-10-18,19.3
22101,2018-10-19,19.2
22101,2018-10-20,19.2
22101,2018-10-21,19.1
22101,2018-10-22,19
22101,2018-10-23,18.9
22101,2018-10-24,18.8
22101,2018-10-25,18.7
22101,2018-10-26,18.5
22101,2018-10-27,18.1
22101,2018-10-28,17.7
22101,2018-10-29,17.4
22101,2018-10-30,17.1
22101,2018-10-31,16.9
22101,2018-11-01,16.8
22101,2018-11-02,16.8
22101,2018-11-03,16.8
22101,2018-11-04,16.7
22101,2018-11-05,16.7
22101,2018-11-06,16.6
22101,2018-11-07,16.5
22101,2018-11-08,16.4
22101,2018-11-09,16.2
22101,2018-11-10,16.1
22101,2018-11-11,15.9
22101,2018-11-12,15.8
22101,2018-11-13,15.6
22101,2018-11-14,15.5
22101,2018-11-15,15.5
22101,2018-11-16,15.4
22101,2018-11-17,15.2
22101,2018-11-18,15.2
22101,2018-11-19,15.1
22101,2018-11-20,14.9
22101,2018-11-21,14.7
22101,2018-11-22,14.4
22101,2018-11-23,14.2
22101,2018-11-24,13.9
22101,2018-11-25,13.8
22101,2018-11-26,13.7
22101,2018-11-27,13.7
22101,2018-11-28,13.5
22101,2018-11-29,13.3
22101,2018-11-30,13.2
22101,2018-12-01,13.1
22101,2018-12-02,13
22101,2018-12-03,13
22101,2018-12-04,12.9
22101,2018-12-05,12.6
22101,2018-12-06,12.4
22101,2018-12-07,11.9
22101,2018-12-08,11.3
22101,2018-12-09,10.7
22101,2018-12-10,10.5
22101,2018-12-11,10.3
22101,2018-12-12,10.1
22101,2018-12-13,10
22101,2018-12-14,9.6
22101,2018-12-15,9.5
22101,2018-12-16,9.4
22101,2018-12-18,9.2
22101,2018-12-19,9.2
22101,2018-12-20,9.1
22101,2018-12-21,9.1
22101,2018-12-22,9
22101,2018-12-23,8.9
22101,2018-12-24,8.7
22101,2018-12-25,8.5
22101,2018-12-26,8.4
22101,2018-12-27,8
22101,2018-12-28,7.5
22101,2018-12-29,7.1
22101,2018-12-30,6.8
22101,2018-12-31,6.7
22101,2019-01-01,6.4
22101,2019-01-02,6.3
22101,2019-01-03,6.2
22101,2019-01-04,6.2
22101,2019-01-05,6
22101,2019-01-06,5.9
22101,2019-01-07,5.8
22101,2019-01-08,5.6
22101,2019-01-09,5.4
22101,2019-01-10,5.3
22101,2019-01-11,5.3
22101,2019-01-12,5.3
22101,2019-01-13,5.3
22101,2019-01-14,5.2
22101,2019-01-15,5.2
22101,2019-01-16,5.1
22101,2019-01-17,5
22101,2019-01-18,4.9
22101,2019-01-19,4.9
22101,2019-01-20,4.8
22101,2019-01-21,4.7
22101,2019-01-22,4.7
22101,2019-01-23,4.6
22101,2019-01-24,4.6
22101,2019-01-25,4.6
22101,2019-01-26,4.4
22101,2019-01-27,4.3
22101,2019-01-28,4.3
22101,2019-01-29,4.3
22101,2019-01-30,4.3
22101,2019-01-31,4.2
22101,2019-02-01,4.2
22101,2019-02-02,4.1
22101,2019-02-03,4.1
22101,2019-02-04,4.1
22101,2019-02-05,4.1
22101,2019-02-06,4.1
22101,2019-02-07,4
22101,2019-02-08,3.8
22101,2019-02-09,3.7
22101,2019-02-10,3.5
22101,2019-02-11,3.4
22101,2019-02-12,3.4
22101,2019-02-13,3.4
22101,2019-02-14,3.3
22101,2019-02-15,3.3
22101,2019-02-16,3.3
22101,2019-02-17,3.3
22101,2019-02-18,3.3
22101,2019-02-19,3.2
22101,2019-02-20,3.2
22101,2019-02-21,3.2
22101,2019-02-22,3.3
22101,2019-02-23,3.4
22101,2019-02-24,3.5
22101,2019-02-25,3.6
22101,2019-02-26,3.7
22101,2019-02-27,3.9
22101,2019-02-28,3.9
22101,2019-03-01,4
22101,2019-03-02,4
22101,2019-03-03,4
22101,2019-03-04,4.1
22101,2019-03-05,4.2
22101,2019-03-06,4.2
22101,2019-03-07,4.3
22101,2019-03-08,4.4
22101,2019-03-09,4.4
22101,2019-03-10,4.5
22101,2019-03-11,4.5
22101,2019-03-12,4.6
22101,2019-03-13,4.6
22101,2019-03-14,4.6
22101,2019-03-15,4.7
22101,2019-03-16,4.7
22101,2019-03-17,4.8
22101,2019-03-18,4.9
22101,2019-03-19,5
22101,2019-03-20,5
22101,2019-03-21,5.1
22101,2019-03-22,5.1
22101,2019-03-23,5.2
22101,2019-03-24,5.2
22101,2019-03-25,5.3
22101,2019-03-26,5.5
22101,2019-03-27,5.6
22101,2019-03-28,5.7
22101,2019-03-29,5.9
22101,2019-03-30,5.9
22101,2019-03-31,5.9
22101,2019-04-01,6
22101,2019-04-02,6.1
22101,2019-04-03,6.2
22101,2019-04-04,6.3
22101,2019-04-05,6.5
22101,2019-04-06,6.5
22101,2019-04-07,6.7
22101,2019-04-08,6.7
22101,2019-04-09,6.8
22101,2019-04-10,6.8
22101,2019-04-11,6.9
22101,2019-04-12,7.2
22101,2019-04-13,7.2
22101,2019-04-14,7.2
22101,2019-04-15,7.4
22101,2019-04-16,7.5
22101,2019-04-17,7.8
22101,2019-04-18,7.7
22101,2019-04-21,8.1
22101,2019-04-22,8.3
22101,2019-04-23,8.3
22101,2019-04-24,8.5
22101,2019-04-25,8.6
22101,2019-04-26,8.6
22101,2019-04-27,8.9
22101,2019-04-28,9.2
22101,2019-04-29,8.8
22101,2019-04-30,9.1
22101,2019-05-01,9.1
22101,2019-05-02,9.4
22101,2019-05-03,9.6
22101,2019-05-04,9.7
22101,2019-05-05,9.8
22101,2019-05-06,9.9
22101,2019-05-07,10.2
22101,2019-05-08,10.2
22101,2019-05-09,10.4
22101,2019-05-10,10.6
22101,2019-05-11,10.8
22101,2019-05-12,10.9
22101,2019-05-13,10.9
22101,2019-05-14,11.3
22101,2019-05-15,11.3
22101,2019-05-16,11.4
22101,2019-05-17,11.6
22101,2019-05-18,11.6
22101,2019-05-19,11.8
22101,2019-05-20,11.9
22101,2019-05-21,12.2
22101,2019-05-22,12.2
22101,2019-05-23,12.4
22101,2019-05-24,12.7
22101,2019-05-25,12.7
22101,2019-05-26,13
22101,2019-05-27,13
22101,2019-05-28,13.3
22101,2019-05-29,13.4
22101,2019-05-30,13.5
22101,2019-05-31,13.8
22101,2019-06-01,13.9
22101,2019-06-02,14.1
22101,2019-06-03,14.1
22101,2019-06-04,14.4
22101,2019-06-05,14.5
22101,2019-06-06,14.5
22101,2019-06-07,14.6
22101,2019-06-08,14.8
22101,2019-06-09,15
22101,2019-06-10,15
22101,2019-06-11,15.3
22101,2019-06-12,15.7
22101,2019-06-13,15.7
22101,2019-06-14,15.7
22101,2019-06-15,15.9
22101,2019-06-16,16.2
22101,2019-06-17,16.2
22101,2019-06-18,16.3
22101,2019-06-19,16.5
22101,2019-06-20,16.7
22101,2019-06-21,16.6
22101,2019-06-22,16.9
22101,2019-06-23,17.1
22101,2019-06-24,17.4
22101,2019-06-25,17.5
22101,2019-06-26,17.4
22101,2019-06-27,17.6
22101,2019-06-28,17.8
22101,2019-06-29,17.8
22101,2019-06-30,17.8
22101,2019-07-01,18.1
22101,2019-07-02,18.2
22101,2019-07-03,18.1
22101,2019-07-04,18.3
22101,2019-07-05,18.6
22101,2019-07-06,18.5
22101,2019-07-07,18.7
22101,2019-07-08,18.8
22101,2019-07-09,19.1
22101,2019-07-10,19
22101,2019-07-11,19
22101,2019-07-12,19.3
22101,2019-07-13,19.4
22101,2019-07-14,19.5
22101,2019-07-15,19.4
22101,2019-07-16,19.5
22101,2019-07-17,19.5
22101,2019-07-18,19.7
22101,2019-07-19,19.9
22101,2019-07-20,19.9
22101,2019-07-21,19.9
22101,2019-07-22,20.1
22101,2019-07-23,20.3
22101,2019-07-24,20.3
22101,2019-07-25,20.4
22101,2019-07-26,20.5
22101,2019-07-27,21
22101,2019-07-28,20.6
22101,2019-07-29,20.8
22101,2019-07-30,20.9
22101,2019-07-31,21
22101,2019-08-01,21
22101,2019-08-02,21.4
22101,2019-08-03,21.6
22101,2019-08-04,21.6
22101,2019-08-05,21.9
22101,2019-08-06,22.1
22101,2019-08-07,22.3
22101,2019-08-08,22.6
22101,2019-08-09,23
22101,2019-08-10,23
22101,2019-08-11,22.8
22101,2019-08-12,23.1
22101,2019-08-13,23.3
22101,2019-08-14,23.3
22101,2019-08-15,23.4
22101,2019-08-18,24.1
22101,2019-08-21,24.3
22101,2019-08-23,24.5
22101,2019-08-27,24.7
22101,2019-08-28,24.9
22101,2019-08-29,24.8
22101,2019-08-30,24.7
22101,2019-08-31,24.7
22101,2019-09-01,24.6
22101,2019-09-02,24.5
22101,2019-09-03,24.5
22101,2019-09-04,24.4
22101,2019-09-05,24.4
22101,2019-09-06,24.4
22101,2019-09-07,24.2
22101,2019-09-08,24.3
22101,2019-09-09,24.4
22101,2019-09-10,24.2
22101,2019-09-11,24.1
22101,2019-09-12,23.8
22101,2019-09-13,23.7
22101,2019-09-14,23.7
22101,2019-09-15,23.6
22101,2019-09-16,23.6
22101,2019-09-17,23.6
22101,2019-09-18,23.4
22101,2019-09-19,23.2
22101,2019-09-20,23
22101,2019-09-21,22.9
22101,2019-09-22,22.7
22101,2019-09-23,22.6
22101,2019-09-24,22.7
22101,2019-09-25,22.6
22101,2019-09-26,22.4
22101,2019-09-27,22.4
22101,2019-09-28,22.4
22101,2019-09-29,22.5
22101,2019-09-30,22.4
22101,2019-10-01,22.4
22101,2019-10-02,22.3
22101,2019-10-03,22.3
22101,2019-10-04,22.3
22101,2019-10-05,22.2
22101,2019-10-06,22.1
22101,2019-10-07,22.1
22101,2019-10-08,21.9
22101,2019-10-09,21.8
22101,2019-10-10,21.6
22101,2019-10-11,21.5
22101,2019-10-12,21.4
22101,2019-10-13,21.2
22101,2019-10-14,21
22101,2019-10-15,20.7
22101,2019-10-16,20.6
22101,2019-10-17,20.5
22101,2019-10-18,20.4
22101,2019-10-19,20.3
22101,2019-10-20,20.3
22101,2019-10-21,20.2
22101,2019-10-22,20.2
22101,2019-10-23,20.2
22101,2019-10-24,20.1
22101,2019-10-25,20.1
22101,2019-10-26,19.9
22101,2019-10-27,19.6
22101,2019-10-28,19.4
22101,2019-10-29,19.1
22101,2019-10-30,18.9
22101,2019-10-31,18.8
22101,2019-11-01,18.7
22101,2019-11-02,18.6
22101,2019-11-03,18.6
22101,2019-11-04,18.5
22101,2019-11-05,18.4
22101,2019-11-06,18.4
22101,2019-11-07,18.2
22101,2019-11-08,17.9
22101,2019-11-09,17.8
22101,2019-11-10,17.6
22101,2019-11-11,17.3
22101,2019-11-12,17
22101,2019-11-13,16.9
22101,2019-11-14,16.4
22101,2019-11-15,16.1
22101,2019-11-16,16
22101,2019-11-17,15.9
22101,2019-11-18,15.8
22101,2019-11-19,15.5
22101,2019-11-20,15.2
22101,2019-11-21,15
22101,2019-11-22,14.8
22101,2019-11-23,14.8
22101,2019-11-24,14.7
22101,2019-11-25,14.4
22101,2019-11-26,14.2
22101,2019-11-27,13.9
22101,2019-11-28,13.6
22101,2019-11-29,13.3
22101,2019-11-30,13.1
22101,2019-12-01,13.1
22101,2019-12-02,12.9
22101,2019-12-03,12.6
22101,2019-12-04,12.4
22101,2019-12-05,12.2
22101,2019-12-06,11.9
22101,2019-12-07,11.6
22101,2019-12-08,11.5
22101,2019-12-09,11.4
22101,2019-12-10,11.3
22101,2019-12-11,11.2
22101,2019-12-12,10.9
22101,2019-12-13,10.7
22101,2019-12-14,10.5
22101,2019-12-15,10.3
22101,2019-12-16,10.4
22101,2019-12-17,10.4
22101,2019-12-18,10.2
22101,2019-12-19,10
22101,2019-12-20,9.9
22101,2019-12-21,9.8
22101,2019-12-22,9.7
22101,2019-12-23,9.6
22101,2019-12-24,9.5
22101,2019-12-25,9.4
22101,2019-12-26,9.3
22101,2019-12-27,9.1
22101,2019-12-28,8.9
22101,2019-12-29,8.7
22101,2019-12-30,8.6
22101,2019-12-31,8.4
22101,2020-01-01,8.1
22101,2020-01-02,8
22101,2020-01-03,8
22101,2020-01-04,7.9
22101,2020-01-05,7.8
22101,2020-01-06,7.8
22101,2020-01-07,7.8
22101,2020-01-08,7.8
22101,2020-01-09,7.7
22101,2020-01-10,7.5
22101,2020-01-11,7.5
22101,2020-01-12,7.3
22101,2020-01-13,7.1
22101,2020-01-14,6.9
22101,2020-01-15,6.9
22101,2020-01-16,6.8
22101,2020-01-17,6.7
22101,2020-01-18,6.6
22101,2020-01-19,6.6
22101,2020-01-20,6.5
22101,2020-01-21,6.4
22101,2020-01-22,6.4
22101,2020-01-23,6.4
22101,2020-01-24,6.3
22101,2020-01-25,6.3
22101,2020-01-26,6.2
22101,2020-01-27,6.1
22101,2020-01-28,6.1
22101,2020-01-29,6.2
22101,2020-01-30,6.2
22101,2020-01-31,6.2
