지점,일시,평균 수온(°C)
22101,2015-11-25,15.6
22101,2015-11-26,15.1
22101,2015-11-27,14.4
22101,2015-11-28,14
22101,2015-11-29,13.9
22101,2015-11-30,13.7
22101,2015-12-01,13.7
22101,2015-12-02,13.6
22101,2015-12-03,13.3
22101,2015-12-04,12.8
22101,2015-12-05,12.3
22101,2015-12-06,11.9
22101,2015-12-07,11.7
22101,2015-12-08,11.7
22101,2015-12-09,11.7
22101,2015-12-10,11.6
22101,2015-12-11,11.5
22101,2015-12-12,11.4
22101,2015-12-13,11.3
22101,2015-12-14,11.3
22101,2015-12-15,11.2
22101,2015-12-16,11
22101,2015-12-17,10.6
22101,2015-12-18,10.3
22101,2015-12-19,10.2
22101,2015-12-20,10.1
22101,2015-12-21,10
22101,2015-12-22,10
22101,2015-12-23,10
22101,2015-12-24,9.8
22101,2015-12-25,9.6
22101,2015-12-26,9.5
22101,2015-12-27,9.2
22101,2015-12-28,8.8
22101,2015-12-29,8.7
22101,2015-12-30,8.6
22101,2015-12-31,8.6
22101,2016-01-01,8.5
22101,2016-01-02,8.5
22101,2016-01-03,8.6
22101,2016-01-04,8.5
22101,2016-01-05,8.4
22101,2016-01-06,8.2
22101,2016-01-07,8.1
22101,2016-01-08,8
22101,2016-01-09,7.9
22101,2016-01-10,7.8
22101,2016-01-11,7.6
22101,2016-01-12,7.4
22101,2016-01-13,7.2
22101,2016-01-14,7
22101,2016-01-15,7
22101,2016-01-16,6.9
22101,2016-01-17,6.9
22101,2016-01-18,6.7
22101,2016-01-19,6.4
22101,2016-01-20,6
22101,2016-01-21,5.7
22101,2016-01-22,5.4
22101,2016-01-23,5
22101,2016-01-24,4.4
22101,2016-01-25,4
22101,2016-01-26,3.7
22101,2016-01-27,3.7
22101,2016-01-28,3.8
22101,2016-01-29,3.8
22101,2016-01-30,3.8
22101,2016-01-31,3.8
22101,2016-02-01,3.7
22101,2016-02-02,3.6
22101,2016-02-03,3.6
22101,2016-02-04,3.6
22101,2016-02-05,3.6
22101,2016-02-06,3.5
22101,2016-02-07,3.5
22101,2016-02-08,3.5
22101,2016-02-09,3.4
22101,2016-02-10,3.4
22101,2016-02-11,3.4
22101,2016-02-12,3.6
22101,2016-02-13,3.7
22101,2016-02-14,3.7
22101,2016-02-15,3.5
22101,2016-02-16,3.5
22101,2016-02-17,3.5
22101,2016-02-18,3.5
22101,2016-02-20,3.5
22101,2016-02-21,3.5
22101,2016-02-22,3.5
22101,2016-02-23,3.5
22101,2016-02-24,3.4
22101,2016-02-25,3.4
22101,2016-02-26,3.4
22101,2016-02-27,3.5
22101,2016-02-28,3.5
22101,2016-02-29,3.4
22101,2016-03-01,3.4
22101,2016-03-02,3.4
22101,2016-03-03,3.5
22101,2016-03-04,3.7
22101,2016-03-05,3.7
22101,2016-03-06,3.8
22101,2016-03-07,3.9
22101,2016-03-08,3.9
22101,2016-03-09,3.8
22101,2016-03-10,3.8
22101,2016-03-11,3.7
22101,2016-03-12,3.8
22101,2016-03-13,3.8
22101,2016-03-14,3.9
22101,2016-03-15,4
22101,2016-03-16,4.2
22101,2016-03-17,4.3
22101,2016-03-18,4.4
22101,2016-03-19,4.4
22101,2016-03-20,4.6
22101,2016-03-21,4.7
22101,2016-03-22,4.8
22101,2016-03-23,4.9
22101,2016-03-24,4.9
22101,2016-03-25,5.1
22101,2016-03-26,5.1
22101,2016-03-27,5.2
22101,2016-03-28,5.3
22101,2016-03-29,5.4
22101,2016-03-30,5.6
22101,2016-03-31,6
22101,2016-04-01,6.1
22101,2016-04-02,6.1
22101,2016-04-03,5.9
22101,2016-04-04,6.1
22101,2016-04-05,6.1
22101,2016-04-06,6.3
22101,2016-04-07,6.5
22101,2016-04-08,6.6
22101,2016-04-09,6.7
22101,2016-04-10,6.7
22101,2016-04-11,6.8
22101,2016-04-12,7
22101,2016-04-13,7.1
22101,2016-04-14,7.1
22101,2016-04-15,7.2
22101,2016-04-16,7.3
22101,2016-04-17,7.5
22101,2016-04-18,7.6
22101,2016-04-19,7.9
22101,2016-04-20,7.9
22101,2016-04-21,8
22101,2016-04-22,8.1
22101,2016-04-23,8.2
22101,2016-04-24,8.5
22101,2016-04-25,8.5
22101,2016-04-26,8.7
22101,2016-04-27,8.7
22101,2016-04-28,8.9
22101,2016-04-29,9.2
22101,2016-04-30,9.1
22101,2016-05-01,9.3
22101,2016-05-02,9.5
22101,2016-05-03,9.6
22101,2016-05-04,10
22101,2016-05-05,10.4
22101,2016-05-06,10.2
22101,2016-05-07,10.4
22101,2016-05-08,10.6
22101,2016-05-09,10.7
22101,2016-05-10,10.7
22101,2016-05-11,10.9
22101,2016-05-12,11
22101,2016-05-13,11.3
22101,2016-05-14,11.7
22101,2016-05-15,11.6
22101,2016-05-16,11.8
22101,2016-05-17,12.2
22101,2016-05-18,12.2
22101,2016-05-19,12.3
22101,2016-05-20,12.6
22101,2016-05-21,12.8
22101,2016-05-22,12.9
22101,2016-05-23,13
22101,2016-05-24,13.1
22101,2016-05-25,13.2
22101,2016-05-26,13.3
22101,2016-05-27,13.4
22101,2016-05-28,13.7
22101,2016-05-29,14
22101,2016-05-30,14.2
22101,2016-05-31,14.3
22101,2016-06-01,14.5
22101,2016-06-02,14.5
22101,2016-06-03,14.8
22101,2016-06-04,14.7
22101,2016-06-05,14.8
22101,2016-06-06,15
22101,2016-06-07,15.2
22101,2016-06-08,15.2
22101,2016-06-09,15.3
22101,2016-06-10,15.6
22101,2016-06-11,15.7
22101,2016-06-12,15.8
22101,2016-06-13,16
22101,2016-06-14,16
22101,2016-06-15,16
22101,2016-06-16,16.3
22101,2016-06-17,16.4
22101,2016-06-18,16.6
22101,2016-06-19,17
22101,2016-06-20,16.8
22101,2016-06-21,17
22101,2016-06-22,17.1
22101,2016-06-23,17.3
22101,2016-06-24,17.3
22101,2016-06-25,17.5
22101,2016-06-26,17.8
22101,2016-06-27,18
22101,2016-06-28,18.1
22101,2016-06-29,18.3
22101,2016-06-30,18.2
22101,2016-07-01,18.3
22101,2016-07-02,18.7
22101,2016-07-03,18.5
22101,2016-07-04,18.5
22101,2016-07-05,18.7
22101,2016-07-06,19
22101,2016-07-07,19
22101,2016-07-08,19.2
22101,2016-07-09,19.4
22101,2016-07-10,19.6
22101,2016-07-11,20
22101,2016-07-12,20.1
22101,2016-07-13,20.1
22101,2016-07-14,20.7
22101,2016-07-15,20.3
22101,2016-07-16,20.3
22101,2016-07-17,20.3
22101,2016-07-18,20.5
22101,2016-07-19,20.7
22101,2016-07-20,20.8
22101,2016-07-21,21
22101,2016-07-22,21.1
22101,2016-07-23,21.1
22101,2016-07-24,21.2
22101,2016-07-25,21.4
22101,2016-07-26,21.4
22101,2016-07-27,21.6
22101,2016-07-28,21.8
22101,2016-07-29,21.9
22101,2016-07-30,22
22101,2016-07-31,22.2
22101,2016-08-01,22.3
22101,2016-08-02,22.2
22101,2016-08-03,22.4
22101,2016-08-04,22.7
22101,2016-08-05,23
22101,2016-08-06,23.1
22101,2016-08-07,23.2
22101,2016-08-08,23.4
22101,2016-08-09,23.7
22101,2016-08-10,23.8
22101,2016-08-11,24.2
22101,2016-08-12,24.4
22101,2016-08-13,24.6
22101,2016-08-14,24.9
22101,2016-08-15,25.1
22101,2016-08-16,24.8
22101,2016-08-17,24.8
22101,2016-08-18,24.7
22101,2016-08-19,24.8
22101,2016-08-20,25.1
22101,2016-08-21,25.1
22101,2016-08-22,25
22101,2016-08-23,25.1
22101,2016-08-24,25
22101,2016-08-25,25.3
22101,2016-08-26,25.2
22101,2016-08-27,25.1
22101,2016-08-28,24.9
22101,2016-08-29,24.8
22101,2016-08-30,24.6
22101,2016-08-31,24.2
22101,2016-09-01,24
22101,2016-09-02,24
22101,2016-09-03,24.1
22101,2016-09-04,24
22101,2016-09-05,23.9
22101,2016-09-06,24
22101,2016-09-07,24
22101,2016-09-08,24
22101,2016-09-09,24.1
22101,2016-09-10,24.2
22101,2016-09-11,24.2
22101,2016-09-12,24.3
22101,2016-09-13,24.3
22101,2016-09-14,24.2
22101,2016-09-15,24.2
22101,2016-09-16,24.1
22101,2016-09-17,24.1
22101,2016-09-18,24
22101,2016-09-19,23.9
22101,2016-09-20,23.6
22101,2016-09-21,23.5
22101,2016-09-22,23.3
22101,2016-09-23,23.3
22101,2016-09-24,23.4
22101,2016-09-25,23.5
22101,2016-09-26,23.4
22101,2016-09-27,23.3
22101,2016-09-28,23.2
22101,2016-09-29,23.1
22101,2016-09-30,23.1
22101,2016-10-01,23
22101,2016-10-02,22.8
22101,2016-10-03,22.8
22101,2016-10-04,22.7
22101,2016-10-05,22.6
22101,2016-10-06,22.5
22101,2016-10-07,22.3
22101,2016-10-08,22.2
22101,2016-10-09,21.9
22101,2016-10-10,21.6
22101,2016-10-11,21.5
22101,2016-10-12,21.3
22101,2016-10-13,21.1
22101,2016-10-14,21
22101,2016-10-15,20.9
22101,2016-10-16,20.8
22101,2016-10-17,20.7
22101,2016-10-18,20.6
22101,2016-10-19,20.5
22101,2016-10-20,20.4
22101,2016-10-21,20.3
22101,2016-10-22,20.2
22101,2016-10-23,20.1
22101,2016-10-24,19.9
22101,2016-10-25,19.8
22101,2016-10-26,19.7
22101,2016-10-27,19.6
22101,2016-10-28,19.4
22101,2016-10-29,19
22101,2016-10-30,18.6
22101,2016-10-31,18.3
22101,2016-11-01,17.8
22101,2016-11-02,17.4
22101,2016-11-03,17.2
22101,2016-11-04,17.1
22101,2016-11-05,17
22101,2016-11-06,17
22101,2016-11-07,17
22101,2016-11-08,16.8
22101,2016-11-09,16.4
22101,2016-11-10,16.2
22101,2016-11-11,15.9
22101,2016-11-12,15.7
22101,2016-11-13,15.6
22101,2016-11-14,15.7
22101,2016-11-15,15.4
22101,2016-11-16,15.2
22101,2016-11-17,15
22101,2016-11-18,15
22101,2016-11-19,14.9
22101,2016-11-20,14.8
22101,2016-11-21,14.7
22101,2016-11-22,14.5
22101,2016-11-23,14.1
22101,2016-11-24,13.8
22101,2016-11-25,13.5
22101,2016-11-26,13.3
22101,2016-11-27,13.2
22101,2016-11-28,12.9
22101,2016-11-29,12.6
22101,2016-11-30,12.6
22101,2016-12-01,12.3
22101,2016-12-02,12.1
22101,2016-12-03,12
22101,2016-12-04,12
22101,2016-12-05,12
22101,2016-12-06,11.7
22101,2016-12-07,11.6
22101,2016-12-08,11.4
22101,2016-12-09,11.2
22101,2016-12-10,11
22101,2016-12-11,10.9
22101,2016-12-12,10.7
22101,2016-12-13,10.5
22101,2016-12-14,10.2
22101,2016-12-15,9.8
22101,2016-12-16,9.5
22101,2016-12-17,9.4
22101,2016-12-18,9.3
22101,2016-12-19,9.3
22101,2016-12-20,9.3
22101,2016-12-21,9.4
22101,2016-12-22,9.4
22101,2016-12-23,9.2
22101,2016-12-24,9
22101,2016-12-25,8.9
22101,2016-12-26,8.8
22101,2016-12-27,8.6
22101,2016-12-28,8.4
22101,2016-12-29,8.1
22101,2016-12-30,7.9
22101,2016-12-31,7.8
22101,2017-01-01,7.8
22101,2017-01-02,7.8
22101,2017-01-03,7.8
22101,2017-01-04,7.8
22101,2017-01-05,7.7
22101,2017-01-06,7.7
22101,2017-01-07,7.7
22101,2017-01-08,7.7
22101,2017-01-09,7.6
22101,2017-01-10,7.5
22101,2017-01-11,7.3
22101,2017-01-12,7.1
22101,2017-01-13,6.9
22101,2017-01-14,6.5
22101,2017-01-15,6.2
22101,2017-01-16,5.9
22101,2017-01-17,5.8
22101,2017-01-18,5.9
22101,2017-01-19,5.8
22101,2017-01-20,5.8
22101,2017-01-21,5.7
22101,2017-01-22,5.5
22101,2017-01-23,5.2
22101,2017-01-24,5
22101,2017-01-25,4.8
22101,2017-01-26,4.7
22101,2017-01-27,4.6
22101,2017-01-28,4.5
22101,2017-01-29,4.4
22101,2017-01-30,4.3
22101,2017-01-31,4.2
22101,2017-02-01,4.1
22101,2017-02-02,4.1
22101,2017-02-03,4
22101,2017-02-04,4
22101,2017-02-05,4.1
22101,2017-02-06,4
22101,2017-02-07,3.9
22101,2017-02-08,3.8
22101,2017-02-09,3.7
22101,2017-02-10,3.5
22101,2017-02-11,3.3
22101,2017-02-12,3.1
22101,2017-02-13,3
22101,2017-02-14,3.1
22101,2017-02-15,3.1
22101,2017-02-16,3.3
22101,2017-02-17,3.3
22101,2017-02-18,3.3
22101,2017-02-19,3.3
22101,2017-02-20,3.2
22101,2017-02-21,3.3
22101,2017-02-22,3.2
22101,2017-02-23,3.2
22101,2017-02-24,3.2
22101,2017-02-25,3.2
22101,2017-02-26,3.2
22101,2017-02-27,3.3
22101,2017-02-28,3.3
22101,2017-03-01,3.3
22101,2017-03-02,3.4
22101,2017-03-03,3.5
22101,2017-03-04,3.6
22101,2017-03-05,3.7
22101,2017-03-06,3.6
22101,2017-03-07,3.6
22101,2017-03-08,3.7
22101,2017-03-09,3.7
22101,2017-03-10,3.8
22101,2017-03-11,3.9
22101,2017-03-12,4
22101,2017-03-13,4.1
22101,2017-03-14,4.1
22101,2017-03-15,4.2
22101,2017-03-16,4.3
22101,2017-03-17,4.4
22101,2017-03-18,4.5
22101,2017-03-19,4.7
22101,2017-03-20,4.7
22101,2017-03-21,4.8
22101,2017-03-22,5
22101,2017-03-23,5
22101,2017-03-24,5.1
22101,2017-03-25,5.1
22101,2017-03-26,5.2
22101,2017-03-27,5.3
22101,2017-03-28,5.4
22101,2017-03-29,5.5
22101,2017-03-30,5.6
22101,2017-03-31,5.6
22101,2017-04-01,5.8
22101,2017-04-02,5.9
22101,2017-04-03,6
22101,2017-04-04,6.2
22101,2017-04-05,6.2
22101,2017-04-06,6.3
22101,2017-04-07,6.5
22101,2017-04-08,6.5
22101,2017-04-09,6.7
22101,2017-04-10,6.8
22101,2017-04-11,7
22101,2017-04-12,7.2
22101,2017-04-13,7.3
22101,2017-04-14,7.3
22101,2017-04-15,7.5
22101,2017-04-16,7.6
22101,2017-04-17,7.7
22101,2017-04-18,7.7
22101,2017-04-19,8
22101,2017-04-20,8
22101,2017-04-21,8.2
22101,2017-04-22,8.3
22101,2017-04-23,8.3
22101,2017-04-24,8.5
22101,2017-04-25,8.8
22101,2017-04-26,8.9
22101,2017-04-27,9.1
22101,2017-04-28,9.2
22101,2017-04-29,9.3
22101,2017-04-30,9.5
22101,2017-05-01,9.6
22101,2017-05-02,9.9
22101,2017-05-03,10
22101,2017-05-04,10.1
22101,2017-05-05,10.5
22101,2017-05-06,10.4
22101,2017-05-07,10.6
22101,2017-05-08,10.7
22101,2017-05-09,10.7
22101,2017-05-10,10.9
22101,2017-05-11,11.1
22101,2017-05-12,11.2
22101,2017-05-13,11.3
22101,2017-05-14,11.4
22101,2017-05-15,11.6
22101,2017-05-16,11.8
22101,2017-05-17,12.1
22101,2017-05-18,12.2
22101,2017-05-19,12.4
22101,2017-05-20,12.7
22101,2017-05-21,12.9
22101,2017-05-22,12.9
22101,2017-05-23,12.9
22101,2017-05-24,13.2
22101,2017-05-25,13.3
22101,2017-05-26,13.5
22101,2017-05-27,13.7
22101,2017-05-28,13.8
22101,2017-05-29,14
22101,2017-05-30,14.2
22101,2017-05-31,14.4
22101,2017-06-01,14.4
22101,2017-06-02,14.7
22101,2017-06-03,14.9
22101,2017-06-04,15
22101,2017-06-05,15.3
22101,2017-06-06,15.2
22101,2017-06-07,15.3
22101,2017-06-08,15.4
22101,2017-06-09,15.5
22101,2017-06-10,15.8
22101,2017-06-11,15.9
22101,2017-06-12,15.9
22101,2017-06-13,16.1
22101,2017-06-14,16.2
22101,2017-06-15,16.4
22101,2017-06-16,16.6
22101,2017-06-17,16.8
22101,2017-06-18,16.9
22101,2017-06-19,17.2
22101,2017-06-20,17.1
22101,2017-06-21,17.3
22101,2017-06-22,17.6
22101,2017-06-23,17.7
22101,2017-06-24,17.6
22101,2017-06-25,17.9
22101,2017-06-26,18.1
22101,2017-06-27,18.2
22101,2017-06-28,18.2
22101,2017-06-29,18.4
22101,2017-06-30,18.5
22101,2017-07-01,18.7
22101,2017-07-02,18.8
22101,2017-07-03,19
22101,2017-07-04,19.1
22101,2017-07-05,19.3
22101,2017-07-06,19.5
22101,2017-07-07,19.3
22101,2017-07-08,19.4
22101,2017-07-09,19.6
22101,2017-07-10,19.7
22101,2017-07-11,19.8
22101,2017-07-12,20
22101,2017-07-13,20.1
22101,2017-07-14,20.3
22101,2017-07-15,20.4
22101,2017-07-16,20.6
22101,2017-07-17,20.5
22101,2017-07-18,20.9
22101,2017-07-19,21.3
22101,2017-07-20,21.1
22101,2017-07-21,21.4
22101,2017-07-22,21.5
22101,2017-07-23,21.5
22101,2017-07-24,21.6
22101,2017-07-25,21.9
22101,2017-07-26,22.1
22101,2017-07-27,22.1
22101,2017-07-28,22.2
22101,2017-07-29,22.3
22101,2017-07-30,22.6
22101,2017-07-31,22.5
22101,2017-08-01,22.9
22101,2017-08-02,23.2
22101,2017-08-03,23.1
22101,2017-08-04,23.4
22101,2017-08-05,23.6
22101,2017-08-06,23.5
22101,2017-08-07,23.6
22101,2017-08-08,23.6
22101,2017-08-09,23.9
22101,2017-08-10,24.1
22101,2017-08-11,24.1
22101,2017-08-12,24.1
22101,2017-08-13,24.1
22101,2017-08-14,24.1
22101,2017-08-15,23.9
22101,2017-08-16,23.9
22101,2017-08-17,24.3
22101,2017-08-18,24.1
22101,2017-08-19,24
22101,2017-08-20,23.9
22101,2017-08-21,24
22101,2017-08-22,24
22101,2017-08-23,24.1
22101,2017-08-24,24.3
22101,2017-08-25,24.3
22101,2017-08-26,24.4
22101,2017-08-27,24.3
22101,2017-08-28,24.3
22101,2017-08-29,24.1
