지점,지점명,일시(UTC),기압(hPa),고도(gpm),기온(°C)
47102,백령도,2016-11-02 00:00,10,30950,-50.1
47102,백령도,2016-11-02 00:00,20,26400,-52.3
47102,백령도,2016-11-02 00:00,30,23780,-53.5
47102,백령도,2016-11-02 00:00,50,20490,-54.5
47102,백령도,2016-11-02 00:00,70,18360,-58.5
47102,백령도,2016-11-02 00:00,100,16120,-59.7
47102,백령도,2016-11-02 00:00,150,13560,-52.7
47102,백령도,2016-11-02 00:00,200,11720,-54.9
47102,백령도,2016-11-02 00:00,250,10290,-55.5
47102,백령도,2016-11-02 00:00,300,9110,-48.5
47102,백령도,2016-11-02 00:00,400,7170,-34.5
47102,백령도,2016-11-02 00:00,500,5570,-23.5
47102,백령도,2016-11-02 00:00,700,3034,-10.9
47102,백령도,2016-11-02 00:00,850,1534,-5.1
47102,백령도,2016-11-02 00:00,925,863,-.1
47102,백령도,2016-11-02 00:00,1000,233,5.4
47102,백령도,2016-11-02 12:00,10,30780,-50.3
47102,백령도,2016-11-02 12:00,20,26290,-52.5
47102,백령도,2016-11-02 12:00,30,23700,-57.3
47102,백령도,2016-11-02 12:00,50,20430,-55.3
47102,백령도,2016-11-02 12:00,70,18290,-60.5
47102,백령도,2016-11-02 12:00,100,16060,-59.3
47102,백령도,2016-11-02 12:00,150,13490,-53.9
47102,백령도,2016-11-02 12:00,200,11650,-52.3
47102,백령도,2016-11-02 12:00,250,10190,-48.9
47102,백령도,2016-11-02 12:00,300,8990,-47.1
47102,백령도,2016-11-02 12:00,400,7070,-39.9
47102,백령도,2016-11-02 12:00,500,5510,-29.7
47102,백령도,2016-11-02 12:00,700,3026,-11.7
47102,백령도,2016-11-02 12:00,850,1514,-2.7
47102,백령도,2016-11-02 12:00,925,836,3.2
47102,백령도,2016-11-02 12:00,1000,197,9
47102,백령도,2016-11-03 00:00,10,30940,-48.9
47102,백령도,2016-11-03 00:00,20,26390,-52.3
47102,백령도,2016-11-03 00:00,30,23750,-49.9
47102,백령도,2016-11-03 00:00,50,20460,-55.7
47102,백령도,2016-11-03 00:00,70,18340,-57.1
47102,백령도,2016-11-03 00:00,100,16110,-60.5
47102,백령도,2016-11-03 00:00,150,13580,-57.3
47102,백령도,2016-11-03 00:00,200,11750,-55.3
47102,백령도,2016-11-03 00:00,250,10350,-57.9
47102,백령도,2016-11-03 00:00,300,9190,-50.3
47102,백령도,2016-11-03 00:00,400,7240,-32.3
47102,백령도,2016-11-03 00:00,500,5620,-18.9
47102,백령도,2016-11-03 00:00,700,3039,-7.3
47102,백령도,2016-11-03 00:00,850,1516,-1.7
47102,백령도,2016-11-03 00:00,925,836,4
47102,백령도,2016-11-03 00:00,1000,196,10
47102,백령도,2016-11-03 12:00,10,30840,-50.1
47102,백령도,2016-11-03 12:00,20,26310,-49.5
47102,백령도,2016-11-03 12:00,30,23690,-50.9
47102,백령도,2016-11-03 12:00,50,20430,-59.1
47102,백령도,2016-11-03 12:00,70,18330,-61.1
47102,백령도,2016-11-03 12:00,100,16120,-60.7
47102,백령도,2016-11-03 12:00,150,13600,-58.5
47102,백령도,2016-11-03 12:00,200,11800,-62.3
47102,백령도,2016-11-03 12:00,250,10410,-56.9
47102,백령도,2016-11-03 12:00,300,9240,-48.7
