지점,지점명,일시(UTC),기압(hPa),고도(gpm),기온(°C)
47102,백령도,2015-11-02 00:00,10,30990,-47.1
47102,백령도,2015-11-02 00:00,20,26460,-50.5
47102,백령도,2015-11-02 00:00,30,23840,-53.3
47102,백령도,2015-11-02 00:00,50,20590,-58.5
47102,백령도,2015-11-02 00:00,70,18480,-59.7
47102,백령도,2015-11-02 00:00,100,16230,-57.7
47102,백령도,2015-11-02 00:00,150,13660,-53.9
47102,백령도,2015-11-02 00:00,200,11800,-50.1
47102,백령도,2015-11-02 00:00,250,10330,-48.1
47102,백령도,2015-11-02 00:00,300,9130,-44.5
47102,백령도,2015-11-02 00:00,400,7180,-37.3
47102,백령도,2015-11-02 00:00,500,5590,-23.9
47102,백령도,2015-11-02 00:00,700,3052,-8.3
47102,백령도,2015-11-02 00:00,850,1521,.4
47102,백령도,2015-11-02 00:00,925,836,5.8
47102,백령도,2015-11-02 00:00,1000,191,11.4
47102,백령도,2015-11-02 12:00,20,26410,-55.9
47102,백령도,2015-11-02 12:00,30,23800,-53.3
47102,백령도,2015-11-02 12:00,50,20550,-59.3
47102,백령도,2015-11-02 12:00,70,18460,-62.1
47102,백령도,2015-11-02 12:00,100,16240,-60.3
47102,백령도,2015-11-02 12:00,150,13710,-57.9
47102,백령도,2015-11-02 12:00,200,11890,-56.7
47102,백령도,2015-11-02 12:00,250,10470,-53.5
47102,백령도,2015-11-02 12:00,300,9280,-46.3
47102,백령도,2015-11-02 12:00,400,7320,-32.1
47102,백령도,2015-11-02 12:00,500,5700,-18.7
47102,백령도,2015-11-02 12:00,700,3108,-1.9
47102,백령도,2015-11-02 12:00,850,1544,4.8
47102,백령도,2015-11-02 12:00,925,852,8.2
47102,백령도,2015-11-02 12:00,1000,204,11.8
47102,백령도,2015-11-03 00:00,10,31000,-43.7
47102,백령도,2015-11-03 00:00,20,26450,-52.1
47102,백령도,2015-11-03 00:00,30,23820,-56.5
47102,백령도,2015-11-03 00:00,50,20600,-60.1
47102,백령도,2015-11-03 00:00,70,18500,-61.1
47102,백령도,2015-11-03 00:00,100,16300,-62.9
47102,백령도,2015-11-03 00:00,150,13790,-60.7
47102,백령도,2015-11-03 00:00,200,12010,-60.7
47102,백령도,2015-11-03 00:00,250,10590,-52.7
47102,백령도,2015-11-03 00:00,300,9400,-45.1
47102,백령도,2015-11-03 00:00,400,7420,-29.7
47102,백령도,2015-11-03 00:00,500,5780,-16.5
47102,백령도,2015-11-03 00:00,700,3154,1.4
47102,백령도,2015-11-03 00:00,850,1579,4.2
47102,백령도,2015-11-03 00:00,925,886,8.4
47102,백령도,2015-11-03 00:00,1000,236,12.8
47102,백령도,2015-11-03 12:00,10,31030,-40.1
47102,백령도,2015-11-03 12:00,20,26440,-50.9
47102,백령도,2015-11-03 12:00,30,23830,-54.3
47102,백령도,2015-11-03 12:00,50,20610,-60.3
47102,백령도,2015-11-03 12:00,70,18530,-62.5
47102,백령도,2015-11-03 12:00,100,16340,-64.5
47102,백령도,2015-11-03 12:00,150,13860,-62.3
47102,백령도,2015-11-03 12:00,200,12090,-61.7
47102,백령도,2015-11-03 12:00,250,10670,-52.9
47102,백령도,2015-11-03 12:00,300,9470,-42.9
47102,백령도,2015-11-03 12:00,400,7470,-27.7
47102,백령도,2015-11-03 12:00,500,5830,-14.7
47102,백령도,2015-11-03 12:00,700,3239,
47102,백령도,2015-11-03 12:00,850,1593,7.8
47102,백령도,2015-11-03 12:00,925,895,10
47102,백령도,2015-11-03 12:00,1000,245,13.4
47102,백령도,2015-11-04 00:00,10,31220,-36.1
47102,백령도,2015-11-04 00:00,20,26550,-49.1
47102,백령도,2015-11-04 00:00,30,23910,-55.3
47102,백령도,2015-11-04 00:00,50,20670,-58.7
47102,백령도,2015-11-04 00:00,70,18580,-63.5
47102,백령도,2015-11-04 00:00,100,16380,-63.9
47102,백령도,2015-11-04 00:00,150,13890,-61.3
47102,백령도,2015-11-04 00:00,200,12100,-59.1
47102,백령도,2015-11-04 00:00,250,10680,-50.7
47102,백령도,2015-11-04 00:00,300,9470,-42.1
47102,백령도,2015-11-04 00:00,400,7470,-27.7
47102,백령도,2015-11-04 00:00,500,5830,-14.5
47102,백령도,2015-11-04 00:00,700,3185,3.4
47102,백령도,2015-11-04 00:00,850,1594,9
47102,백령도,2015-11-04 00:00,925,896,6.8
47102,백령도,2015-11-04 00:00,1000,248,12.8
47102,백령도,2015-11-04 12:00,10,31150,-37.9
47102,백령도,2015-11-04 12:00,20,26480,-48.9
47102,백령도,2015-11-04 12:00,30,23830,-53.5
47102,백령도,2015-11-04 12:00,50,20600,-61.3
47102,백령도,2015-11-04 12:00,70,18520,-61.9
47102,백령도,2015-11-04 12:00,100,16330,-65.1
47102,백령도,2015-11-04 12:00,150,13840,-61.9
47102,백령도,2015-11-04 12:00,200,12050,-59.3
47102,백령도,2015-11-04 12:00,250,10640,-51.9
47102,백령도,2015-11-04 12:00,300,9440,-43.7
47102,백령도,2015-11-04 12:00,400,7430,-26.1
47102,백령도,2015-11-04 12:00,500,5790,-16.9
47102,백령도,2015-11-04 12:00,700,3215,
47102,백령도,2015-11-04 12:00,850,1573,8
47102,백령도,2015-11-04 12:00,925,875,9
47102,백령도,2015-11-04 12:00,1000,226,12.8
47102,백령도,2015-11-05 00:00,10,31200,-39.7
47102,백령도,2015-11-05 00:00,20,26510,-49.7
47102,백령도,2015-11-05 00:00,30,23870,-51.9
47102,백령도,2015-11-05 00:00,50,20620,-59.3
47102,백령도,2015-11-05 00:00,70,18510,-62.9
47102,백령도,2015-11-05 00:00,100,16310,-61.3
47102,백령도,2015-11-05 00:00,150,13820,-62.5
47102,백령도,2015-11-05 00:00,200,12030,-57.5
47102,백령도,2015-11-05 00:00,250,10610,-52.1
47102,백령도,2015-11-05 00:00,300,9410,-43.3
47102,백령도,2015-11-05 00:00,400,7400,-27.7
47102,백령도,2015-11-05 00:00,500,5760,-15.1
47102,백령도,2015-11-05 00:00,700,3140,-1.5
47102,백령도,2015-11-05 00:00,850,1571,4.6
47102,백령도,2015-11-05 00:00,925,875,10
47102,백령도,2015-11-05 00:00,1000,224,12.8
47102,백령도,2015-11-05 12:00,10,31150,-36.9
47102,백령도,2015-11-05 12:00,20,26470,-47.3
47102,백령도,2015-11-05 12:00,30,23830,-51.9
47102,백령도,2015-11-05 12:00,50,20580,-60.1
47102,백령도,2015-11-05 12:00,70,18490,-63.5
47102,백령도,2015-11-05 12:00,100,16290,-60.7
47102,백령도,2015-11-05 12:00,150,13790,-65.3
47102,백령도,2015-11-05 12:00,200,12030,-60.9
47102,백령도,2015-11-05 12:00,250,10630,-53.7
47102,백령도,2015-11-05 12:00,300,9430,-43.3
47102,백령도,2015-11-05 12:00,400,7420,-26.7
47102,백령도,2015-11-05 12:00,500,5770,-14.3
47102,백령도,2015-11-05 12:00,700,3146,-.1
47102,백령도,2015-11-05 12:00,850,1573,6
47102,백령도,2015-11-05 12:00,925,874,10.4
47102,백령도,2015-11-05 12:00,1000,224,12.6
47102,백령도,2015-11-06 00:00,100,16320,-60.9
47102,백령도,2015-11-06 00:00,150,13810,-62.9
47102,백령도,2015-11-06 00:00,200,12050,-63.9
47102,백령도,2015-11-06 00:00,250,10650,-52.7
47102,백령도,2015-11-06 00:00,300,9440,-41.9
47102,백령도,2015-11-06 00:00,400,7430,-25.5
47102,백령도,2015-11-06 00:00,500,5770,-15.1
47102,백령도,2015-11-06 00:00,700,3149,0
47102,백령도,2015-11-06 00:00,850,1570,6.8
47102,백령도,2015-11-06 00:00,925,872,10.2
47102,백령도,2015-11-06 00:00,1000,221,12.2
47102,백령도,2015-11-06 12:00,100,16300,-64.3
47102,백령도,2015-11-06 12:00,150,13810,-65.1
47102,백령도,2015-11-06 12:00,200,12050,-63.1
47102,백령도,2015-11-06 12:00,250,10640,-52.1
47102,백령도,2015-11-06 12:00,300,9440,-42.9
47102,백령도,2015-11-06 12:00,400,7430,-25.3
47102,백령도,2015-11-06 12:00,500,5770,-13.5
47102,백령도,2015-11-06 12:00,700,3128,.8
47102,백령도,2015-11-06 12:00,850,1542,7
47102,백령도,2015-11-06 12:00,925,844,8.4
47102,백령도,2015-11-06 12:00,1000,198,10.2
47102,백령도,2015-11-07 00:00,20,26620,-48.3
47102,백령도,2015-11-07 00:00,30,23970,-51.9
47102,백령도,2015-11-07 00:00,50,20680,-55.5
47102,백령도,2015-11-07 00:00,70,18580,-59.9
47102,백령도,2015-11-07 00:00,100,16360,-61.9
47102,백령도,2015-11-07 00:00,150,13870,-64.9
47102,백령도,2015-11-07 00:00,200,12100,-59.3
47102,백령도,2015-11-07 00:00,250,10670,-50.1
47102,백령도,2015-11-07 00:00,300,9460,-40.5
47102,백령도,2015-11-07 00:00,400,7430,-23.7
47102,백령도,2015-11-07 00:00,500,5770,-15.3
47102,백령도,2015-11-07 00:00,700,3125,2.8
47102,백령도,2015-11-07 00:00,850,1523,9.8
47102,백령도,2015-11-07 00:00,925,816,10
47102,백령도,2015-11-07 00:00,1000,171,8.6
47102,백령도,2015-11-07 12:00,20,26500,-48.9
47102,백령도,2015-11-07 12:00,30,23870,-54.3
47102,백령도,2015-11-07 12:00,50,20620,-59.1
47102,백령도,2015-11-07 12:00,70,18520,-66.5
47102,백령도,2015-11-07 12:00,100,16370,-65.5
47102,백령도,2015-11-07 12:00,150,13890,-60.7
47102,백령도,2015-11-07 12:00,200,12070,-56.1
47102,백령도,2015-11-07 12:00,250,10630,-49.7
47102,백령도,2015-11-07 12:00,300,9420,-41.1
47102,백령도,2015-11-07 12:00,400,7410,-25.1
47102,백령도,2015-11-07 12:00,500,5740,-11.3
47102,백령도,2015-11-07 12:00,700,3096,2.2
47102,백령도,2015-11-07 12:00,850,1501,10.4
47102,백령도,2015-11-07 12:00,925,793,12
47102,백령도,2015-11-07 12:00,1000,144,
47102,백령도,2015-11-08 00:00,10,31150,-40.7
47102,백령도,2015-11-08 00:00,20,26520,-49.5
47102,백령도,2015-11-08 00:00,30,23880,-53.1
47102,백령도,2015-11-08 00:00,50,20610,-54.7
47102,백령도,2015-11-08 00:00,70,18510,-62.9
47102,백령도,2015-11-08 00:00,100,16350,-63.7
47102,백령도,2015-11-08 00:00,150,13850,-58.3
47102,백령도,2015-11-08 00:00,200,12040,-55.9
47102,백령도,2015-11-08 00:00,250,10600,-49.7
47102,백령도,2015-11-08 00:00,300,9380,-41.3
47102,백령도,2015-11-08 00:00,400,7360,-25.1
47102,백령도,2015-11-08 00:00,500,5700,-14.3
47102,백령도,2015-11-08 00:00,700,3076,0
47102,백령도,2015-11-08 00:00,850,1491,8.8
47102,백령도,2015-11-08 00:00,925,790,9.2
47102,백령도,2015-11-08 00:00,1000,145,
47102,백령도,2015-11-08 12:00,20,26440,-52.1
47102,백령도,2015-11-08 12:00,30,23840,-54.1
47102,백령도,2015-11-08 12:00,50,20580,-57.7
47102,백령도,2015-11-08 12:00,70,18480,-66.7
47102,백령도,2015-11-08 12:00,100,16300,-61.5
47102,백령도,2015-11-08 12:00,150,13780,-59.9
47102,백령도,2015-11-08 12:00,200,11970,-56.1
47102,백령도,2015-11-08 12:00,250,10540,-49.5
47102,백령도,2015-11-08 12:00,300,9320,-42.7
47102,백령도,2015-11-08 12:00,400,7330,-28.1
47102,백령도,2015-11-08 12:00,500,5680,-15.3
47102,백령도,2015-11-08 12:00,700,3058,.2
47102,백령도,2015-11-08 12:00,850,1485,4.6
47102,백령도,2015-11-08 12:00,925,792,6.8
47102,백령도,2015-11-08 12:00,1000,147,
47102,백령도,2015-11-09 00:00,10,31140,-40.3
47102,백령도,2015-11-09 00:00,20,26500,-50.3
47102,백령도,2015-11-09 00:00,30,23880,-54.5
47102,백령도,2015-11-09 00:00,50,20610,-53.9
47102,백령도,2015-11-09 00:00,70,18480,-59.3
47102,백령도,2015-11-09 00:00,100,16270,-59.9
47102,백령도,2015-11-09 00:00,150,13720,-56.7
47102,백령도,2015-11-09 00:00,200,11890,-53.5
47102,백령도,2015-11-09 00:00,250,10450,-51.5
47102,백령도,2015-11-09 00:00,300,9240,-42.9
47102,백령도,2015-11-09 00:00,400,7250,-30.3
47102,백령도,2015-11-09 00:00,500,5630,-17.7
47102,백령도,2015-11-09 00:00,700,3028,-6.5
47102,백령도,2015-11-09 00:00,850,1486,1
47102,백령도,2015-11-09 00:00,925,802,4.2
47102,백령도,2015-11-09 00:00,1000,161,9.6
47102,백령도,2015-11-09 12:00,10,31100,-42.9
47102,백령도,2015-11-09 12:00,20,26490,-49.7
47102,백령도,2015-11-09 12:00,30,23870,-54.9
